,Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avl to Common ,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior ,Status
270,N/A,N/A,jci,N/A,N/A,N/A,N/A,N/A,58.77,16.32,0.65,2.25,4.13,5.96,4.33,13.28,55.98,30720000000.0,30720000000.0,8.94,0.85,0.84,10.12,0.84,6450000000.0,10.12,1410000000.0,2.30,11.20,7.20,415000000.0,0.64,6850000000.0,0.97,16.21,1750000000.0,1.74,0.28,80.30,8880000.0,1.36,1.37,9300000.0,N/A
271,N/A,N/A,jcp,N/A,N/A,N/A,N/A,N/A,367.07,N/A,0.28,2.70,4.06,0.04,0.03,31.83,41.27,7340000000.0,7340000000.0,19.68,20.04,0.58,12.01,0.58,4260000000.0,12.01,513000000.0,1.68,N/A,2.60,900000000.0,2.94,4800000000.0,1.67,4.28,440000000.0,0.30,1.18,85.60,95930000.0,6.46,34.38,99940000.0,N/A
272,N/A,N/A,jec,N/A,N/A,N/A,N/A,N/A,14.30,20.81,0.42,1.16,2.12,3.53,3.27,6.17,95.69,5300000000.0,5300000000.0,12.85,2.22,0.45,9.50,0.45,1970000000.0,9.50,249410000.0,2.01,53.50,10.60,443730000.0,3.62,624730000.0,1.74,35.07,372320000.0,1.36,2.12,94.10,2720000.0,2.57,2.26,3310000.0,N/A
273,N/A,N/A,jnj,N/A,N/A,N/A,N/A,N/A,27.91,19.66,4.22,4.15,21.99,26.22,8.71,21.87,25.28,278700000000.0,278700000000.0,15.66,3.11,3.98,12.60,3.98,48540000000.0,12.60,15410000000.0,5.48,27.50,2.40,38380000000.0,13.91,19860000000.0,2.17,25.82,19280000000.0,0.88,0.02,67.30,29440000.0,2.89,1.06,29150000.0,N/A
274,N/A,N/A,jnpr,N/A,N/A,N/A,N/A,N/A,42.60,16.48,1.99,2.12,13.05,18.69,6.72,13.35,12.44,10030000000.0,10030000000.0,11.35,1.04,2.06,9.30,2.06,3080000000.0,9.30,633700000.0,1.59,N/A,19.80,1950000000.0,5.09,1950000000.0,1.62,11.91,892500000.0,1.20,7.81,81.00,11700000.0,1.64,2.97,11430000.0,N/A
275,N/A,N/A,joy,N/A,N/A,N/A,N/A,N/A,76.55,N/A,0.48,1.08,37.14,8.27,3.52,55.35,32.54,2560000000.0,2560000000.0,37.53,2.48,0.81,6.37,0.81,838920000.0,6.37,1180000000.0,12.08,N/A,23.60,102890000.0,1.05,1090000000.0,2.27,14.55,355330000.0,1.95,0.49,111.00,22370000.0,4.46,25.80,25660000.0,N/A
276,N/A,N/A,jpm,N/A,N/A,N/A,N/A,N/A,N/A,9.89,2.39,0.97,27.24,37.53,0.99,10.20,24.25,112770000000.0,112770000000.0,9.29,1.38,1.26,N/A,1.26,89720000000.0,N/A,22410000000.0,6.00,10.20,1.30,902800000000.0,246.47,572660000000.0,N/A,60.47,73470000000.0,1.21,0.55,76.20,30790000.0,1.35,0.83,25730000.0,N/A
277,N/A,N/A,k,N/A,N/A,N/A,N/A,N/A,362.91,43.91,1.95,12.37,4.54,10.99,6.11,24.61,38.21,33960000000.0,33960000000.0,18.98,4.51,2.51,16.81,2.51,4680000000.0,16.81,614000000.0,1.72,N/A,10.60,251000000.0,0.72,7760000000.0,0.56,6.08,1690000000.0,0.53,0.25,82.60,7300000.0,4.13,2.90,8189999.999999999,N/A
278,N/A,N/A,key,N/A,N/A,N/A,N/A,N/A,N/A,10.68,2.25,0.88,22.55,32.35,0.97,8.63,4.85,19330000000.0,19330000000.0,8.19,0.98,4.76,N/A,4.76,N/A,N/A,892000000.0,1.05,10.70,3.10,1770000000.0,2.12,11720000000.0,N/A,12.51,1130000000.0,1.05,0.16,83.20,44230000.0,2.55,5.27,45450000.0,N/A
279,N/A,N/A,kim,N/A,N/A,N/A,N/A,N/A,102.04,13.89,9.66,2.24,76.44,33.50,2.27,17.55,2.84,16670000000.000002,16670000000.000002,16.73,3.51,14.25,22.64,14.25,862290000.0,22.64,827160000.0,2.00,618.40,23.30,189530000.0,0.46,5380000000.0,3.17,12.21,N/A,0.60,2.70,90.30,12070000.0,3.29,3.60,9560000.0,N/A
280,N/A,N/A,klac,N/A,N/A,N/A,N/A,N/A,856.53,20.75,3.76,29.25,18.64,28.91,10.77,109.69,18.01,11670000000.0,11670000000.0,15.91,0.85,4.10,12.96,4.10,1600000000.0,12.96,530760000.0,3.34,651.00,5.00,2240000000.0,14.40,3130000000.0,4.29,2.35,854000000.0,1.73,0.23,94.10,1120000.0,0.75,0.97,1260000.0,N/A
281,N/A,N/A,kmb,N/A,N/A,N/A,N/A,N/A,597.50,48.07,2.56,N/A,5.45,18.22,13.94,205.20,51.10,55270000000.0,55270000000.0,20.11,3.05,2.97,13.37,2.97,6620000000.0,13.37,1010000000.0,2.77,N/A,6.00,619000000.0,1.72,7840000000.0,0.86,0.48,2310000000.0,0.76,0.34,69.10,5080000.0,1.99,1.39,5420000.0,N/A
282,N/A,N/A,kmi,N/A,N/A,N/A,N/A,N/A,122.32,190.00,2.74,1.12,1.76,28.58,3.08,0.60,6.59,84510000000.0,84510000000.0,22.43,6.63,5.87,12.38,5.87,7950000000.0,12.38,214000000.0,0.10,N/A,8.00,341000000.0,0.15,43300000000.0,0.70,15.75,5300000000.0,0.58,13.70,56.50,68620000.0,1.76,3.89,57380000.0,N/A
283,N/A,N/A,kmx,N/A,N/A,N/A,N/A,N/A,364.26,17.37,0.67,3.46,4.18,7.00,4.81,20.53,72.34,20730000000.0,20730000000.0,15.35,1.16,1.39,17.60,1.39,1890000000.0,17.60,625540000.0,2.99,1.40,4.10,34970000.0,0.18,10610000000.0,2.85,14.74,565090000.0,1.31,0.56,103.90,30820000.0,7.57,17.53,28250000.0,N/A
284,N/A,N/A,ko,N/A,N/A,N/A,N/A,N/A,172.51,27.07,4.39,7.59,16.60,23.12,7.03,26.16,10.18,220220000000.0,220220000000.0,22.05,10.59,4.97,18.04,4.97,26810000000.0,18.04,7350000000.0,1.67,60.60,8.00,19920000000.0,4.60,44440000000.0,1.24,5.91,10530000000.0,0.77,0.69,63.20,2.17,2.17,0.86,33610000.0,N/A
285,N/A,N/A,kr,N/A,N/A,N/A,N/A,N/A,180.29,19.12,0.34,5.81,1.84,3.22,7.06,34.64,112.56,48650000000.0,48650000000.0,15.71,1.73,0.45,8.69,0.45,22950000000.0,8.69,1980000000.0,2.02,18.20,0.40,274000000.0,0.28,11260000000.0,0.72,6.49,4540000000.0,1.09,0.78,78.90,28720000.0,3.34,2.94,25070000.0,N/A
286,N/A,N/A,kss,N/A,N/A,N/A,N/A,N/A,85.74,14.18,0.48,1.68,3.50,8.09,6.92,11.72,99.50,13180000000.0,13180000000.0,11.39,1.85,0.69,5.30,0.69,6920000000.0,5.30,673000000.0,3.46,19.80,0.80,707000000.0,3.78,4710000000.0,1.87,29.36,1470000000.0,1.18,0.87,109.60,22360000.0,5.47,11.12,21870000.0,N/A
287,N/A,N/A,ksu,N/A,N/A,N/A,N/A,N/A,56.84,19.39,3.70,2.29,19.99,33.63,6.23,11.71,22.05,11530000000.0,11530000000.0,16.63,2.13,4.77,10.50,4.77,1660000000.0,10.50,483300000.0,4.40,1.20,6.90,136600000.0,1.26,2400000000.0,0.71,36.03,909300000.0,0.74,1.34,92.80,5640000.0,2.94,5.17,6590000.0,N/A
288,N/A,N/A,l,N/A,N/A,N/A,N/A,N/A,46.40,52.61,0.92,0.71,1.94,11.97,1.30,1.21,37.01,17450000000.0,17450000000.0,12.05,2.55,1.30,6.81,1.30,8029999999.999999,6.81,260000000.0,0.72,N/A,5.10,5920000000.0,17.48,10580000000.0,0.50,51.67,3550000000.0,0.73,16.39,27.00,5580000.0,3.73,1.79,5000000.0,N/A
289,N/A,N/A,leg,N/A,N/A,N/A,N/A,N/A,86.44,20.38,1.59,5.72,8.30,12.39,9.94,29.12,27.80,7000000000.0,7000000000.0,17.32,1.52,1.79,11.86,1.79,923200000.0,11.86,323900000.0,2.28,N/A,N/A,253200000.0,1.87,948800000.0,1.87,8.01,359100000.0,1.02,12.33,62.20,4480000.0,3.91,3.31,4700000.0,N/A
290,N/A,N/A,len,N/A,N/A,N/A,N/A,N/A,111.87,13.35,1.00,1.68,8.48,11.81,5.12,14.63,46.17,15380000000.0,15380000000.0,11.08,1.05,1.62,13.22,1.62,1720000000.0,13.22,794160000.0,3.46,14.80,14.00,1050000000.0,4.98,6660000000.0,7.56,26.75,419650000.0,1.17,68.97,107.10,18180000.0,5.01,10.74,19780000.0,N/A
291,N/A,N/A,lh,N/A,N/A,N/A,N/A,N/A,127.70,26.61,1.33,2.25,5.14,13.56,6.68,11.14,86.09,17400000000.0,17400000000.0,11.99,1.23,2.05,10.80,2.05,2900000000.0,10.80,436900000.0,4.34,4.50,48.40,716400000.0,7.07,6420000000.0,1.57,49.46,982400000.0,0.82,5.66,2.80,3750000.0,3.70,3.74,3470000.0,N/A
292,N/A,N/A,life,N/A,N/A,N/A,N/A,N/A,4.60,N/A,N/A,0.93,N/A,N/A,27.63,54.07,N/A,17750000.0,17750000.0,N/A,N/A,0.49,0.49,0.49,N/A,0.49,37530000.0,3.70,N/A,N/A,108800000.0,4.60,5950000.0,12.69,5.46,32759999.999999996,1.41,9.43,60.80,5.70,5.70,4.56,N/A,N/A
293,N/A,N/A,lll,N/A,N/A,N/A,N/A,N/A,82.46,N/A,0.87,2.10,2.29,8.68,4.40,6.07,129.69,12710000000.0,12710000000.0,14.23,9.24,1.22,11.37,1.22,890000000.0,11.37,282000000.0,2.93,N/A,N/A,207000000.0,2.66,3650000000.0,1.47,55.74,1100000000.0,1.29,0.72,84.10,1220000.0,2.22,1.49,1340000.0,N/A
294,N/A,N/A,lltc,N/A,N/A,N/A,N/A,N/A,N/A,21.68,7.19,6.30,34.81,45.09,22.09,32.53,5.89,9280000000.0,9280000000.0,20.48,1.98,6.44,13.20,6.44,1120000000.0,13.20,501480000.0,2.04,1.70,1.50,1310000000.0,5.46,0.00,9.88,6.87,647330000.0,0.97,5.72,90.00,9660000.0,2.75,4.00,9340000.0,N/A
295,N/A,N/A,lm,N/A,N/A,N/A,N/A,N/A,24.68,36.64,1.22,0.78,3.76,18.15,4.48,2.28,25.34,3560000000.0,3560000000.0,12.45,20.68,1.30,6.44,1.30,2760000000.0,6.44,99300000.0,0.91,N/A,8.30,1120000000.0,10.36,1100000000.0,2.56,39.79,493460000.0,1.89,0.69,90.60,4500000.0,2.33,4.08,4560000.0,N/A
296,N/A,N/A,lmt,N/A,N/A,N/A,N/A,N/A,492.77,18.94,1.42,21.19,7.81,11.79,7.89,110.97,148.67,79940000000.0,79940000000.0,15.84,2.23,1.73,12.70,1.73,5200000000.0,12.70,3600000000.0,11.46,3.20,3.10,1090000000.0,3.60,15260000000.0,1.15,10.22,5100000000.0,0.76,0.03,83.90,3530000.0,1.81,1.35,2670000.0,N/A
297,N/A,N/A,lnc,N/A,N/A,N/A,N/A,N/A,46.16,8.88,0.68,0.68,8.55,12.06,0.40,7.86,53.86,10940000000.0,10940000000.0,5.76,0.48,0.81,6.70,0.81,4210000000.0,6.70,1150000000.0,4.51,N/A,N/A,5000000000.0,20.75,6290000000.0,4.99,55.85,2240000000.0,1.95,0.33,84.30,3220000.0,1.27,1.26,2730000.0,N/A
298,N/A,N/A,low,N/A,N/A,N/A,N/A,N/A,165.26,26.42,1.09,8.41,4.31,8.41,9.85,28.90,63.73,77570000000.0,77570000000.0,15.51,1.04,1.31,11.83,1.31,19560000000.0,11.83,2530000000.0,2.73,97.60,5.50,712000000.0,0.78,12650000000.0,1.01,8.41,4780000000.0,1.01,0.14,77.10,6050000.0,1.05,0.64,6710000.0,N/A
299,N/A,N/A,lrcx,N/A,N/A,N/A,N/A,N/A,42.84,15.76,2.03,2.15,14.39,18.74,7.74,16.10,37.21,10010000000.0,10010000000.0,10.87,1.23,1.70,7.21,1.70,2280000000.0,7.21,849220000.0,4.83,26.00,15.70,4480000000.0,28.17,2380000000.0,3.00,35.01,1230000000.0,1.54,0.41,101.70,21070000.0,6.77,15.29,20450000.0,N/A
300,N/A,N/A,luk,N/A,N/A,N/A,N/A,N/A,200.42,20.68,0.47,0.53,2.43,10.48,1.55,2.30,31.37,5210000000.0,5210000000.0,N/A,1.05,0.45,3.78,0.45,2440000000.0,3.78,269350000.0,0.74,N/A,6.70,21930000000.0,60.54,21610000000.0,1.28,28.68,761760000.0,0.98,13.20,70.80,11370000.0,3.80,3.37,8330000.0,N/A
301,N/A,N/A,luv,N/A,N/A,N/A,N/A,N/A,43.86,13.27,1.37,3.72,11.10,21.78,13.04,30.86,29.73,27820000000.0,27820000000.0,9.44,0.45,1.42,5.36,1.42,13800000000.0,5.36,2180000000.0,3.27,182.10,7.50,3050000000.0,4.78,3230000000.0,0.54,11.36,3240000000.0,1.42,0.08,77.80,23990000.0,3.23,4.02,14930000.0,N/A
302,N/A,N/A,lyb,N/A,N/A,N/A,N/A,N/A,122.21,9.12,1.12,5.71,13.67,18.70,16.29,60.05,70.40,43850000000.0,43850000000.0,9.13,1.45,1.34,6.15,1.34,7050000000.0,6.15,4470000000.0,9.59,0.30,31.30,1990000000.0,4.61,8029999999.999999,2.25,14.88,5840000000.0,1.03,18.58,76.20,10170000.0,2.50,2.63,8550000.0,N/A
303,N/A,N/A,m,N/A,N/A,N/A,N/A,N/A,179.57,13.77,0.50,3.20,3.96,8.53,6.87,22.22,82.46,20290000000.0,20290000000.0,10.95,2.15,0.75,6.02,0.75,11240000000.0,6.02,1070000000.0000001,3.22,31.40,5.30,1110000000.0,3.57,7640000000.0,1.34,13.70,1980000000.0,0.84,0.30,91.90,11930000.0,1.28,3.50,17260000.0,N/A
304,N/A,N/A,ma,N/A,N/A,N/A,N/A,N/A,54.39,26.44,9.98,16.09,39.39,53.98,20.64,59.10,8.53,94950000000.0,94950000000.0,21.40,1.58,9.82,17.00,9.82,9670000000.0,17.00,3810000000.0,3.35,11.10,4.40,6740000000.0,6.07,3300000000.0,1.75,5.40,4040000000.0,1.35,10.55,79.60,7260000.0,1.16,0.73,6850000.0,N/A
305,N/A,N/A,mac,N/A,N/A,N/A,N/A,N/A,104.19,26.01,8.97,2.58,37.17,26.32,1.77,9.41,8.31,17140000000.0,17140000000.0,18.07,2.74,13.07,21.42,13.07,790790000.0,21.42,486070000.0,3.08,71.00,2.40,86510000.0,0.58,5280000000.0,0.38,30.54,540380000.0,0.88,0.66,102.40,3420000.0,3.06,3.03,3200000.0,N/A
306,N/A,N/A,mar,N/A,N/A,N/A,N/A,N/A,N/A,21.87,6.03,N/A,30.08,47.83,13.22,N/A,10.69,21470000000.0,21470000000.0,15.76,0.92,7.52,13.88,7.52,2120000000.0,13.88,859000000.0,3.15,2.50,0.90,96000000.0,0.38,4110000000.0000005,0.43,14.01,1430000000.0,1.36,26.27,56.60,36210000.0,7.92,17.82,29210000.0,N/A
307,N/A,N/A,mas,N/A,N/A,N/A,N/A,N/A,901.72,28.80,1.35,N/A,4.97,12.97,8.98,66.78,21.13,11450000000.0,11450000000.0,16.66,1.02,1.60,10.88,1.60,2250000000.0,10.88,352000000.0,1.02,25.00,2.90,1720000000.0,5.19,3420000000.0,1.33,0.41,699000000.0,1.40,1.25,92.30,13350000.0,2.46,3.88,13160000.0,N/A
308,N/A,N/A,mat,N/A,N/A,N/A,N/A,N/A,80.39,30.59,2.00,4.34,6.48,10.94,5.87,13.24,16.81,12460000000.0,12460000000.0,18.67,3.18,2.19,14.01,2.19,2810000000.0,14.01,366240000.0,1.08,43.50,0.30,892810000.0,2.63,2120000000.0,1.94,7.75,734560000.0,0.98,0.25,101.80,52170000.0,9.79,15.45,53210000.0,N/A
309,N/A,N/A,mcd,N/A,N/A,N/A,N/A,N/A,340.38,25.32,4.26,15.35,17.82,28.94,12.74,45.43,27.05,126030000000.0,126030000000.0,20.16,2.35,4.96,14.14,4.96,9790000000.0,14.14,4530000000.0,4.80,9.90,3.50,7690000000.0,8.52,24130000000.0,3.27,7.82,6540000000.0,0.58,0.05,69.30,13230000.0,1.68,1.38,10010000.0,N/A
310,N/A,N/A,mchp,N/A,N/A,N/A,N/A,N/A,113.17,29.80,4.44,4.51,16.50,19.24,5.15,16.11,10.64,11290000000.0,11290000000.0,16.37,4.23,5.23,16.22,5.23,1230000000.0,16.22,356180000.0,1.63,28.90,2.20,1010000000.0,4.95,2410000000.0,4.75,10.45,720400000.0,0.96,2.38,98.80,21810000.0,6.68,11.06,17670000.0,N/A
311,N/A,N/A,mco,N/A,N/A,N/A,N/A,N/A,N/A,20.41,5.21,N/A,27.01,42.28,18.81,N/A,17.41,19590000000.0,19590000000.0,17.37,1.62,5.62,12.34,5.62,2510000000.0,12.34,941300000.0,4.63,7.80,1.30,2230000000.0,11.45,3400000000.0,2.66,2.88,1150000000.0,1.28,0.41,93.10,7800000.0,4.34,4.42,7920000.0,N/A
312,N/A,N/A,mdlz,N/A,N/A,N/A,N/A,N/A,55.10,9.54,2.21,2.35,24.52,12.72,3.64,26.06,18.32,80010000000.0,80010000000.0,20.97,2.66,2.70,17.16,2.70,11510000000.0,17.16,7270000000.0,4.44,N/A,16.60,1920000000.0,1.23,15480000000.0,0.82,17.73,3730000000.0,1.25,2.90,77.40,18070000.0,1.50,1.14,14050000.0,N/A
313,N/A,N/A,mdt,N/A,N/A,N/A,N/A,N/A,68.72,44.20,4.15,2.05,8.97,21.04,4.72,6.46,19.72,127460000000.0,127460000000.0,16.39,2.75,4.94,16.52,4.94,13950000000.0,16.52,2320000000.0,1.75,37.20,61.70,17230000000.0,12.25,35920000000.0,3.54,37.17,5770000000.0,1.21,0.05,83.30,14830000.0,2.30,1.05,13590000.0,N/A
314,N/A,N/A,met,N/A,N/A,N/A,N/A,N/A,90.99,9.69,0.66,0.68,7.60,10.67,0.52,7.54,61.96,88860000000.0,88860000000.0,7.24,0.91,1.27,11.16,1.27,31240000000.0,11.16,5150000000.0,4.57,45.20,11.90,22050000000.0,20.08,62330000000.0,1.24,61.88,N/A,1.44,15.69,77.50,0.00,0.00,N/A,1.50,N/A
315,N/A,N/A,mgm,N/A,N/A,N/A,N/A,N/A,163.39,N/A,1.31,2.24,5.09,12.40,2.62,13.50,16.19,22780000000.0,22780000000.0,20.01,1.17,2.59,11.89,2.59,3560000000.0,11.89,447720000.0,0.83,N/A,8.50,1670000000.0,2.96,12700000000.0,1.08,9.06,N/A,2.99,20.91,70.30,14250000.0,1.88,4.97,17690000.0,N/A
316,N/A,N/A,mhfi,N/A,N/A,N/A,N/A,N/A,310.49,22.60,4.64,126.93,21.76,38.64,17.16,100.96,19.56,27360000000.0,27360000000.0,16.87,1.60,5.15,12.38,5.15,5310000000.0,12.38,1160000000.0,4.21,N/A,6.60,1490000000.0,5.61,3610000000.0,1.13,0.73,66000000.0,1.58,2.94,87.30,3620000.0,2.62,1.36,3340000.0,N/A
317,N/A,N/A,mjn,N/A,N/A,N/A,N/A,N/A,N/A,23.06,3.46,N/A,16.05,24.23,15.89,287.26,20.46,15340000000.0,15340000000.0,19.94,2.83,3.77,14.13,3.77,2620000000.0,14.13,651800000.0,3.27,19.20,11.60,1700000000.0,9.13,2990000000.0,2.08,3.39,909900000.0,1.33,0.21,98.70,11190000.0,3.61,5.53,13050000.0,N/A
318,N/A,N/A,mkc,N/A,N/A,N/A,N/A,N/A,82.77,30.30,2.77,7.14,9.35,14.37,8.65,22.97,33.57,13260000000.0,13260000000.0,23.15,3.58,3.09,18.80,3.09,1740000000.0,18.80,401600000.0,3.11,0.80,2.40,115100000.0,0.91,1400000000.0,1.13,13.12,590000000.0,0.59,0.25,86.60,7220000.0,7.41,N/A,7200000.0,N/A
319,N/A,N/A,mmc,N/A,N/A,N/A,N/A,N/A,66.86,19.71,2.33,4.63,12.40,18.76,8.40,23.82,24.28,33659999999.999996,33659999999.999996,15.66,1.54,2.61,11.84,2.61,12890000000.0,11.84,1600000000.0,2.98,27.60,2.80,1370000000.0,2.64,4410000000.0,1.36,12.48,1890000000.0,1.03,0.21,86.00,7020000.0,2.73,1.31,7150000.0,N/A
320,N/A,N/A,mmm,N/A,N/A,N/A,N/A,N/A,92.31,21.36,3.20,8.32,15.96,23.32,13.81,38.90,48.39,106870000000.0,106870000000.0,18.17,2.40,3.53,12.58,3.53,14890000000.0,12.58,4830000000.0,7.58,12.00,5.50,1920000000.0,3.17,10840000000.0,1.54,19.22,6420000000.0,1.06,0.08,68.70,7600000.0,2.43,1.30,7190000.0,N/A
321,N/A,N/A,mnst,N/A,N/A,N/A,N/A,N/A,N/A,47.13,9.81,5.55,20.08,35.78,15.99,17.29,14.42,24240000000.0,24240000000.0,28.91,1.74,8.90,24.17,8.90,1630000000.0,24.17,546730000.0,2.84,10.70,6.60,2920000000.0,14.39,0.00,6.97,23.70,N/A,1.36,31.87,65.40,3140000.0,2.16,2.08,2850000.0,N/A
322,N/A,N/A,mo,N/A,N/A,N/A,N/A,N/A,443.95,23.24,6.48,42.42,27.80,45.74,16.09,176.09,9.61,131850000000.0,131850000000.0,18.73,2.47,6.99,14.90,6.99,11110000000.0,14.90,5230000000.0,2.67,0.90,2.50,2370000000.0,1.21,12920000000.0,0.86,1.47,5810000000.0,0.74,0.15,60.60,11520000.0,1.63,0.59,10630000.0,N/A
323,N/A,N/A,mon,N/A,N/A,N/A,N/A,N/A,272.76,23.65,2.73,11.01,12.67,25.39,10.16,32.74,30.58,47490000000.0,47490000000.0,16.01,2.09,3.31,10.90,3.31,8180000000.0,10.90,1790000000.0,3.85,N/A,22.70,2300000000.0,5.22,9730000000.0,1.23,8.08,3120000000.0,1.13,0.27,83.10,12020000.0,3.20,2.74,11690000.0,N/A
324,N/A,N/A,mos,N/A,N/A,N/A,N/A,N/A,40.35,10.32,1.17,1.09,11.25,14.50,4.52,9.88,24.81,12700000000.0,12700000000.0,13.11,10.55,1.43,6.16,1.43,1720000000.0,6.16,1000000000.0,2.78,57.00,9.10,1280000000.0,3.62,3860000000.0,2.02,27.04,1810000000.0,0.40,5.40,85.80,24330000.0,3.76,6.81,21740000.0,N/A
325,N/A,N/A,mpc,N/A,N/A,N/A,N/A,N/A,51.78,7.17,0.30,1.58,4.42,7.13,N/A,23.59,119.84,24680000000.0,24680000000.0,8.18,0.98,0.38,4.08,0.38,16160000000.0,4.08,2850000000.0,5.26,76.60,32.60,2040000000.0,3.85,6690000000.0,N/A,22.99,N/A,1.63,0.87,83.90,7150000.0,1.13,1.48,7500000.0,N/A
326,N/A,N/A,mrk,N/A,N/A,N/A,N/A,N/A,59.28,34.10,3.69,3.27,11.25,20.83,5.14,9.53,14.03,160750000000.0,160750000000.0,14.07,3.05,4.07,11.14,4.07,24560000000.0,11.14,4440000000.0,1.56,86.60,2.50,13430000000.0,4.84,26540000000.0,1.55,16.06,12420000000.0,0.75,0.04,75.20,31940000.0,2.55,1.13,29950000.0,N/A
327,N/A,N/A,mro,N/A,N/A,N/A,N/A,N/A,39.22,N/A,1.28,0.39,39.39,45.77,4.69,11.14,8.27,13610000000.0,13610000000.0,N/A,1.53,2.43,7.68,2.43,3900000000.0,7.68,2200000000.0,3.26,N/A,50.40,1220000000.0,1.80,7280000000.0,1.50,27.41,1560000000.0,1.98,0.16,83.10,41430000.0,1.74,6.85,26080000.0,N/A
328,N/A,N/A,ms,N/A,N/A,N/A,N/A,N/A,355.30,8.96,1.37,0.70,17.39,31.77,0.79,8.49,18.45,188090000000.0,188090000000.0,8.10,0.78,5.34,N/A,5.34,35160000000.0,N/A,5690000000.0,2.90,N/A,1.70,510790000000.0,260.80,270680000000.0,1.27,35.24,3670000000.0,1.59,0.25,80.80,11460000.0,0.63,0.83,13470000.0,N/A
329,N/A,N/A,msi,N/A,N/A,N/A,N/A,N/A,N/A,23.57,2.17,N/A,10.71,18.95,7.17,48.17,28.53,14420000000.0,14420000000.0,14.56,2.22,2.53,11.74,2.53,2720000000.0,11.74,640000000.0,3.02,38.80,7.70,2380000000.0,13.66,4390000000.0,2.09,0.61,1000000000.0,0.23,0.40,89.90,5170000.0,5.15,2.43,5550000.0,N/A
330,N/A,N/A,mtb,N/A,N/A,N/A,N/A,N/A,N/A,15.50,3.81,1.15,24.01,40.67,0.98,7.57,32.88,22030000000.0,22030000000.0,11.93,1.32,4.90,N/A,4.90,N/A,N/A,987690000.0,7.18,2.40,8.80,8630000000.0,54.23,12950000000.0,N/A,93.62,1740000000.0,0.73,8.05,85.60,5760000.0,4.21,4.88,5470000.0,N/A
331,N/A,N/A,mu,N/A,N/A,N/A,N/A,N/A,55.89,6.20,0.75,0.92,14.04,14.38,5.74,16.32,14.11,15590000000.0,15590000000.0,7.80,27.20,1.04,3.17,1.04,5220000000.0,3.17,2100000000.0,1.84,79.50,26.70,3640000000.0,3.51,7420000000.0,2.11,11.89,4740000000.0,2.07,0.53,91.80,56630000.0,1.80,5.50,65010000.00000001,N/A
332,N/A,N/A,mur,N/A,N/A,N/A,N/A,N/A,57.47,N/A,1.30,0.74,74.87,12.85,1.73,32.47,17.40,6680000000.0,6680000000.0,N/A,0.18,2.20,4.94,2.20,1950000000.0,4.94,2260000000.0,13.03,N/A,46.00,456500000.0,2.65,3060000000.0,0.87,30.94,1360000000.0,1.81,9.95,84.40,16320000.0,2.99,9.74,15000000.0,N/A
333,N/A,N/A,myl,N/A,N/A,N/A,N/A,N/A,74.81,28.59,2.46,2.38,8.99,19.36,5.99,13.00,19.97,29830000000.0,29830000000.0,9.05,1.02,3.16,10.55,3.16,3530000000.0,10.55,847600000.0,1.70,2.90,19.60,1330000000.0,2.70,7310000000.0,1.57,19.90,2009999999.9999998,1.32,14.24,37.80,51540000.0,9.69,14.07,55280000.0,N/A
334,N/A,N/A,nbl,N/A,N/A,N/A,N/A,N/A,77.43,N/A,4.53,1.33,80.22,37.23,3.03,23.59,7.57,21450000000.0,21450000000.0,N/A,0.68,7.05,13.05,7.05,2170000000.0,13.05,2440000000.0,6.07,N/A,21.40,1030000000.0,2.39,8029999999.999999,1.26,24.07,2060000000.0,1.17,1.59,88.90,2.78,2.78,5.74,16830000.0,N/A
335,N/A,N/A,nbr,N/A,N/A,N/A,N/A,N/A,85.28,N/A,0.60,0.54,9.64,4.06,0.92,7.15,13.66,5930000000.0,5930000000.0,N/A,0.17,1.53,5.17,1.53,1490000000.0,5.17,322060000.0,1.29,N/A,58.60,274590000.0,0.99,3660000000.0,1.47,15.50,N/A,1.28,3.83,76.40,17740000.0,2.28,5.53,18440000.0,N/A
336,N/A,N/A,ndaq,N/A,N/A,N/A,N/A,N/A,42.15,26.39,3.13,1.90,12.58,28.21,5.01,7.49,20.34,12840000000.0,12840000000.0,15.94,1.98,3.77,11.70,3.77,1980000000.0,11.70,428000000.0,2.50,72.10,6.00,336000000.0,2.05,2360000000.0,1.12,34.13,685000000.0,0.62,18.44,78.40,4600000.0,3.34,3.86,4420000.0,N/A
337,N/A,N/A,ne,N/A,N/A,N/A,N/A,N/A,60.48,5.41,0.82,0.40,15.67,41.03,6.39,7.93,13.47,6690000000.0,6690000000.0,N/A,0.22,2.05,3.39,2.05,2049999999.9999998,3.39,499790000.0,2.06,N/A,N/A,512240000.0,2.11,4490000000.0,1.44,27.68,1760000000.0,1.83,0.73,101.80,50090000.0,5.63,10.60,58010000.0,N/A
